_gram-helpText_	OBJECT_DIRECT	<INSERT_HELP_TEXT>
_gram-name_	OBJECT_INDIRECT	OBJECT_INDIRECT
_gram-path_	OBJECT_INDIRECT	OBJECT_INDIRECT
_gram-helpText_	OBJECT_INDIRECT	<INSERT_HELP_TEXT>
_gram-name_	PARTICLE_PLUS_ADJ_ADV	Adjektiv- und Adverbpartikel
_gram-path_	PARTICLE_PLUS_ADJ_ADV	Adjektive, Adverben und Zahlworte > Adjektiv- und Adverbpartikel
_gram-helpText_	PARTICLE_PLUS_ADJ_ADV	zu spät, zu kalt
_gram-name_	PASSIVE_VOICE	PASSIVE_VOICE
_gram-path_	PASSIVE_VOICE	PASSIVE_VOICE
_gram-helpText_	PASSIVE_VOICE	<INSERT_HELP_TEXT>
_gram-name_	PASSIVE_VOICE_SEIN	sein-Passiv
_gram-path_	PASSIVE_VOICE_SEIN	Verben > Passiv > Passiv mit "sein"
_gram-helpText_	PASSIVE_VOICE_SEIN	ist geschlossen, ist gebacken
_gram-name_	PASSIVE_VOICE_WERDEN	werden-Passiv
_gram-path_	PASSIVE_VOICE_WERDEN	Verben > Passiv > Passiv mit "werden"
_gram-helpText_	PASSIVE_VOICE_WERDEN	wird geschlossen, wird gebacken
_gram-name_	PLURAL_IRREGULAR	PLURAL_IRREGULAR
_gram-path_	PLURAL_IRREGULAR	PLURAL_IRREGULAR
_gram-helpText_	PLURAL_IRREGULAR	<INSERT_HELP_TEXT>
_gram-name_	PLURAL_REGULAR	PLURAL_REGULAR
_gram-path_	PLURAL_REGULAR	PLURAL_REGULAR
_gram-helpText_	PLURAL_REGULAR	<INSERT_HELP_TEXT>
_gram-name_	PREPOSITIONS	Präpositionen (gesamt)
_gram-path_	PREPOSITIONS	Präpositionen > Präpositionen (gesamt)
_gram-helpText_	PREPOSITIONS	auf, unter, zufolge, wegen
_gram-name_	PREPOSITIONS_ADVANCED	Postposition
_gram-path_	PREPOSITIONS_ADVANCED	Präpositionen > Postposition
_gram-helpText_	PREPOSITIONS_ADVANCED	zufolge, wegen
_gram-name_	PREPOSITIONS_COMPLEX	PREPOSITIONS_COMPLEX
_gram-path_	PREPOSITIONS_COMPLEX	PREPOSITIONS_COMPLEX
_gram-helpText_	PREPOSITIONS_COMPLEX	<INSERT_HELP_TEXT>
_gram-name_	PREPOSITIONS_SIMPLE	Präposition 
_gram-path_	PREPOSITIONS_SIMPLE	Präpositionen > Präposition
_gram-helpText_	PREPOSITIONS_SIMPLE	auf, unter, neben
_gram-name_	PRONOUNS	Pronomen (gesamt)
_gram-path_	PRONOUNS	Pronomen > Pronomen (gesamt)
_gram-helpText_	PRONOUNS	dieser, er, mein, ...
_gram-name_	PRONOUNS_DEMONSTRATIVE	Demonstrativpronomen 
_gram-path_	PRONOUNS_DEMONSTRATIVE	Pronomen > Demonstrativpronomen
_gram-helpText_	PRONOUNS_DEMONSTRATIVE	dieser, jener
_gram-name_	PRONOUNS_INDEFINITE	Indefinitpronomen 
_gram-path_	PRONOUNS_INDEFINITE	Pronomen > Indefinitpronomen
_gram-helpText_	PRONOUNS_INDEFINITE	kein, irgendein
_gram-name_	PRONOUNS_INTERROGATIVE	Interrogativpronomen
_gram-path_	PRONOUNS_INTERROGATIVE	Pronomen > Interrogativpronomen
_gram-helpText_	PRONOUNS_INTERROGATIVE	welche, wobei
_gram-name_	PRONOUNS_OBJECTIVE	PRONOUNS_OBJECTIVE
_gram-path_	PRONOUNS_OBJECTIVE	PRONOUNS_OBJECTIVE
_gram-helpText_	PRONOUNS_OBJECTIVE	<INSERT_HELP_TEXT>
_gram-name_	PRONOUNS_PERSONAL	Personalpronomen 
_gram-path_	PRONOUNS_PERSONAL	Pronomen > Personalpronomen
_gram-helpText_	PRONOUNS_PERSONAL	ich, du
_gram-name_	PRONOUNS_POSSESSIVE	Possessivpronomen
_gram-path_	PRONOUNS_POSSESSIVE	Pronomen > Possessivpronomen
_gram-helpText_	PRONOUNS_POSSESSIVE	mein, dein
_gram-name_	PRONOUNS_POSSESSIVE_ABSOLUTE	PRONOUNS_POSSESSIVE_ABSOLUTE
_gram-path_	PRONOUNS_POSSESSIVE_ABSOLUTE	PRONOUNS_POSSESSIVE_ABSOLUTE
_gram-helpText_	PRONOUNS_POSSESSIVE_ABSOLUTE	<INSERT_HELP_TEXT>
_gram-name_	PRONOUNS_REFLEXIVE	Reflexivpronomen
_gram-path_	PRONOUNS_REFLEXIVE	Pronomen > Reflexivpronomen
_gram-helpText_	PRONOUNS_REFLEXIVE	mich, sich
_gram-name_	PRONOUNS_RELATIVE	Relativpronomen 
_gram-path_	PRONOUNS_RELATIVE	Pronomen > Relativpronomen
_gram-helpText_	PRONOUNS_RELATIVE	der, dessen
_gram-name_	PRONOUNS_SUBJECTIVE	PRONOUNS_SUBJECTIVE
_gram-path_	PRONOUNS_SUBJECTIVE	PRONOUNS_SUBJECTIVE
_gram-helpText_	PRONOUNS_SUBJECTIVE	<INSERT_HELP_TEXT>
_gram-name_	QUESTIONS_DIRECT	Direkte Fragen
_gram-path_	QUESTIONS_DIRECT	Fragen > Direkt
_gram-helpText_	QUESTIONS_DIRECT	Wann gibt es Mittagessen?
_gram-name_	QUESTIONS_HOW	Wie-Fragen
_gram-path_	QUESTIONS_HOW	Fragen- Wie-Fragen
_gram-helpText_	QUESTIONS_HOW	Fragen mit wie, z.B.: Wie geht es dir?
_gram-name_	QUESTIONS_INDIRECT	Indirekte Fragen
_gram-path_	QUESTIONS_INDIRECT	Fragen > Indirekt
_gram-helpText_	QUESTIONS_INDIRECT	Sie fragt, wann es Mittagessen gibt.
_gram-name_	QUESTIONS_MODAL	QUESTIONS_MODAL
_gram-path_	QUESTIONS_MODAL	QUESTIONS_MODAL
_gram-helpText_	QUESTIONS_MODAL	<INSERT_HELP_TEXT>
_gram-name_	QUESTIONS_TAG	Refrain-Fragen
_gram-path_	QUESTIONS_TAG	Fragen > Refrain-Fragen
_gram-helpText_	QUESTIONS_TAG	Du bist Programmiererin, ja?
_gram-name_	QUESTIONS_TO_BE	Sein-Fragen
_gram-path_	QUESTIONS_TO_BE	Fragen > Sein-Fragen
_gram-helpText_	QUESTIONS_TO_BE	Bist du Lehrerin?
_gram-name_	QUESTIONS_TO_DO	Machen-Fragen
_gram-path_	QUESTIONS_TO_DO	Fragen > Machen-Fragen
_gram-helpText_	QUESTIONS_TO_DO	Machst du Frühstück?
_gram-name_	QUESTIONS_TO_HAVE	Haben-Fragen
_gram-path_	QUESTIONS_TO_HAVE	Fragen > Haben-Fragen
_gram-helpText_	QUESTIONS_TO_HAVE	Hast du Kinder?
_gram-name_	QUESTIONS_WH	W-Fragen
_gram-path_	QUESTIONS_WH	Fragen > W-Fragen
_gram-helpText_	QUESTIONS_WH	Fragen mit wer, wie, wo, was, wieso, ...
_gram-name_	QUESTIONS_WHAT	Was-Fragen
_gram-path_	QUESTIONS_WHAT	Fragen > Was-Fragen
_gram-helpText_	QUESTIONS_WHAT	Fragen mit was, z.B.: Was essen wir?
_gram-name_	QUESTIONS_WHEN	Wann-Fragen
_gram-path_	QUESTIONS_WHEN	Fragen > Wann-Fragen
_gram-helpText_	QUESTIONS_WHEN	Fragen mit wann, z.B.: Wann gehen wir?
_gram-name_	QUESTIONS_WHERE	Wo-Fragen
_gram-path_	QUESTIONS_WHERE	Fragen > Wo-Fragen
_gram-helpText_	QUESTIONS_WHERE	Fragen mit wo, z.B.: Wo bist du?
_gram-name_	QUESTIONS_WHICH	Welche-Fragen
_gram-path_	QUESTIONS_WHICH	Fragen > Welche-Fragen
_gram-helpText_	QUESTIONS_WHICH	Fragen mit welche/r/s, z.B.: Welches Buch suchst du?
_gram-name_	QUESTIONS_WHO	Wer-Fragen
_gram-path_	QUESTIONS_WHO	Fragen > Wer-Fragen
_gram-helpText_	QUESTIONS_WHO	Fragen mit wer, z.B.: Wer ist da?
_gram-name_	QUESTIONS_WHOM	Wen/Wem-Fragen
_gram-path_	QUESTIONS_WHOM	Fragen > Wen/Wem-Fragen
_gram-helpText_	QUESTIONS_WHOM	Fragen mit wen/wem, z.B.: Wen stört das?
_gram-name_	QUESTIONS_WHOSE	Wessen-Fragen
_gram-path_	QUESTIONS_WHOSE	Fragen > Wessen-Fragen
_gram-helpText_	QUESTIONS_WHOSE	Fragen mit wessen, z.B.: Wessen Hund bellt?
_gram-name_	QUESTIONS_WHY	Warum-Fragen
_gram-path_	QUESTIONS_WHY	Fragen > Warum-Fragen
_gram-helpText_	QUESTIONS_WHY	Fragen mit warum, z.B.: Warum machst du das?
_gram-name_	QUESTIONS_YESNO	Ja/Nein Fragen
_gram-path_	QUESTIONS_YESNO	Fragen > Ja/Nein
_gram-helpText_	QUESTIONS_YESNO	Kommst du zum Essen?
_gram-name_	SENTENCE_COMPLEX	Komplexe Sätze
_gram-path_	SENTENCE_COMPLEX	Satztypen > Komplexe Sätze
_gram-helpText_	SENTENCE_COMPLEX	Sätze, die mindestens einen weiteren beigeordneten oder untergeordneten Satz beinhalten, z.B.: Ich spiele und du liest.
_gram-name_	SENTENCE_COMPOUND	Koordiniert
_gram-path_	SENTENCE_COMPOUND	Satztypen > Koordiniert
_gram-helpText_	SENTENCE_COMPOUND	Sie ist Ärztin und er ist Lehrer.
_gram-name_	SENTENCE_INCOMPLETE	Satzfragmente
_gram-path_	SENTENCE_INCOMPLETE	Satztypen > Satzfragment
_gram-helpText_	SENTENCE_INCOMPLETE	Neu! Jetzt noch besser!
_gram-name_	SENTENCE_SIMPLE	Einfach
_gram-path_	SENTENCE_SIMPLE	Satztypen > Einfach
_gram-helpText_	SENTENCE_SIMPLE	Sie ist gestern in Rente gegangen.
_gram-name_	TENSE_FUTURE_PERFECT	Futur 2
_gram-path_	TENSE_FUTURE_PERFECT	Verben > Zeiten > Futur 2
_gram-helpText_	TENSE_FUTURE_PERFECT	werde geholfen haben, werde gegessen haben
_gram-name_	TENSE_FUTURE_PERFECT_PROGRESSIVE	TENSE_FUTURE_PERFECT_PROGRESSIVE
_gram-path_	TENSE_FUTURE_PERFECT_PROGRESSIVE	TENSE_FUTURE_PERFECT_PROGRESSIVE
_gram-helpText_	TENSE_FUTURE_PERFECT_PROGRESSIVE	<INSERT_HELP_TEXT>
_gram-name_	TENSE_FUTURE_PROGRESSIVE	TENSE_FUTURE_PROGRESSIVE
_gram-path_	TENSE_FUTURE_PROGRESSIVE	TENSE_FUTURE_PROGRESSIVE
_gram-helpText_	TENSE_FUTURE_PROGRESSIVE	<INSERT_HELP_TEXT>
_gram-name_	TENSE_FUTURE_SIMPLE	Futur 1
_gram-path_	TENSE_FUTURE_SIMPLE	Verben > Zeiten > Futur 1
_gram-helpText_	TENSE_FUTURE_SIMPLE	werde essen, werde helfen
_gram-name_	TENSE_PAST_PERFECT	Plusquamperfekt
_gram-path_	TENSE_PAST_PERFECT	Verben > Zeiten > Plusquamperfekt
_gram-helpText_	TENSE_PAST_PERFECT	hatte gegessen, war gefallen
_gram-name_	TENSE_PAST_PERFECT_HABEN	haben-Plusquamperfekt
_gram-path_	TENSE_PAST_PERFECT_HABEN	Verben > Zeiten > haben-Plusquamperfekt
_gram-helpText_	TENSE_PAST_PERFECT_HABEN	hatte gegessen, hatte gelacht
_gram-name_	TENSE_PAST_PERFECT_PROGRESSIVE	TENSE_PAST_PERFECT_PROGRESSIVE
_gram-path_	TENSE_PAST_PERFECT_PROGRESSIVE	TENSE_PAST_PERFECT_PROGRESSIVE
_gram-helpText_	TENSE_PAST_PERFECT_PROGRESSIVE	<INSERT_HELP_TEXT>
_gram-name_	TENSE_PAST_PERFECT_SEIN	sein-Plusquamperfekt
_gram-path_	TENSE_PAST_PERFECT_SEIN	Verben > Zeiten > sein-Plusquamperfekt
_gram-helpText_	TENSE_PAST_PERFECT_SEIN	war geschehen, war gefallen
_gram-name_	TENSE_PAST_PROGRESSIVE	TENSE_PAST_PROGRESSIVE
_gram-path_	TENSE_PAST_PROGRESSIVE	TENSE_PAST_PROGRESSIVE
_gram-helpText_	TENSE_PAST_PROGRESSIVE	<INSERT_HELP_TEXT>
_gram-name_	TENSE_PAST_SIMPLE	Präteritum
_gram-path_	TENSE_PAST_SIMPLE	Verben > Zeiten > Präteritum
_gram-helpText_	TENSE_PAST_SIMPLE	ging, schlief, aß
_gram-name_	TENSE_PRESENT_PERFECT	Perfekt
_gram-path_	TENSE_PRESENT_PERFECT	Verben > Zeiten > Perfket
_gram-helpText_	TENSE_PRESENT_PERFECT	habe gegessen, bin gelaufen
_gram-name_	TENSE_PRESENT_PERFECT_HABEN	haben-Perfekt
_gram-path_	TENSE_PRESENT_PERFECT_HABEN	Verben > Zeiten > haben-Perfekt
_gram-helpText_	TENSE_PRESENT_PERFECT_HABEN	habe gegessen, habe gelacht
_gram-name_	TENSE_PRESENT_PERFECT_PROGRESSIVE	TENSE_PRESENT_PERFECT_PROGRESSIVE
_gram-path_	TENSE_PRESENT_PERFECT_PROGRESSIVE	TENSE_PRESENT_PERFECT_PROGRESSIVE
_gram-helpText_	TENSE_PRESENT_PERFECT_PROGRESSIVE	<INSERT_HELP_TEXT>
_gram-name_	TENSE_PRESENT_PERFECT_SEIN	sein-Perfekt
_gram-path_	TENSE_PRESENT_PERFECT_SEIN	Verben > Zeiten > sein-Perfekt
_gram-helpText_	TENSE_PRESENT_PERFECT_SEIN	ist geschehen, ist gefallen
_gram-name_	TENSE_PRESENT_PROGRESSIVE	TENSE_PRESENT_PROGRESSIVE
_gram-path_	TENSE_PRESENT_PROGRESSIVE	TENSE_PRESENT_PROGRESSIVE
_gram-helpText_	TENSE_PRESENT_PROGRESSIVE	<INSERT_HELP_TEXT>
_gram-name_	TENSE_PRESENT_SIMPLE	Präsens
_gram-path_	TENSE_PRESENT_SIMPLE	Verben > Zeiten > Präsens
_gram-helpText_	TENSE_PRESENT_SIMPLE	gehen, iss, schläfst
_gram-name_	THERE_IS_ARE	THERE_IS_ARE
_gram-path_	THERE_IS_ARE	THERE_IS_ARE
_gram-helpText_	THERE_IS_ARE	<INSERT_HELP_TEXT>
_gram-name_	THERE_WAS_WERE	THERE_WAS_WERE
_gram-path_	THERE_WAS_WERE	THERE_WAS_WERE
_gram-helpText_	THERE_WAS_WERE	<INSERT_HELP_TEXT>
_gram-name_	TIME_FUTURE	Futurformen
_gram-path_	TIME_FUTURE	Verben > Zeiten > Futurformen
_gram-helpText_	TIME_FUTURE	Alle Futurformen  (werde gehen, werde gegangen sein)
_gram-name_	TIME_PAST	Vergangenheitsformen
_gram-path_	TIME_PAST	Verben > Zeiten > Vergangenheitsformen
